average_rating,log_ratings_count,log_text_review_count,log_num_pages,book_age,is_box_set,popularity_class,author_type_group,author_type_solo
3.69,7.836369760545124,5.209486152841421,6.052089168924417,13.0,0.0,1.0,0.0,1.0
3.55,11.79103436043738,8.102889134640868,5.910796644040527,13.0,0.0,1.0,0.0,1.0
4.03,9.308917935337176,6.037870919922137,6.1779441140506,13.0,0.0,1.0,0.0,1.0
3.84,8.921057018157429,6.42648845745769,6.0330862217988015,13.0,0.0,1.0,0.0,1.0
4.04,11.326523595009121,8.478244441277663,5.262690188904886,13.0,0.0,1.0,0.0,1.0
3.96,9.529593783265282,7.393263094763838,5.991464547107982,13.0,0.0,1.0,0.0,1.0
3.99,9.680781405546698,6.956545443151569,6.003887067106539,13.0,0.0,1.0,0.0,1.0
4.05,8.805674944038582,6.19644412779452,4.727387818712341,13.0,0.0,1.0,0.0,1.0
3.47,4.653960350157523,3.091042453358316,3.4965075614664802,13.0,0.0,2.0,0.0,0.0
3.84,6.413458957167357,3.4657359027997265,4.912654885736052,13.0,0.0,0.0,0.0,0.0
4.09,4.189654742026425,1.0986122886681098,4.31748811353631,14.0,0.0,2.0,0.0,0.0
3.86,4.174387269895637,2.1972245773362196,6.297109319933935,14.0,0.0,2.0,0.0,0.0
4.15,9.39116080264387,6.601230118728877,5.484796933490655,14.0,0.0,1.0,0.0,0.0
4.18,6.543911845564792,4.1588830833596715,7.0909098220799835,14.0,1.0,0.0,0.0,0.0
4.05,8.978660489639687,4.890349128221754,6.3561076606958915,14.0,0.0,1.0,0.0,0.0
3.6,8.217438537730187,4.919980925828125,5.8664680569332965,14.0,0.0,1.0,0.0,0.0
3.57,2.70805020110221,1.0986122886681098,5.713732805509369,14.0,0.0,2.0,0.0,1.0
3.47,5.407171771460119,2.833213344056216,5.771441123130016,14.0,0.0,2.0,0.0,1.0
3.6,3.713572066704308,1.0986122886681098,5.720311776607412,14.0,0.0,2.0,0.0,1.0
4.13,4.61512051684126,2.6390573296152584,4.290459441148391,14.0,0.0,2.0,0.0,0.0
4.5,1.0986122886681098,1.0986122886681098,5.796057750765372,14.0,0.0,2.0,0.0,1.0
4.37,4.727387818712341,2.302585092994046,4.859812404361672,14.0,0.0,2.0,0.0,1.0
3.4,6.710523109452428,3.5263605246161616,5.0238805208462765,14.0,0.0,0.0,0.0,0.0
3.83,11.040823636042266,7.163946684342547,5.575949103146316,14.0,0.0,1.0,0.0,1.0
3.67,6.931471805599453,2.302585092994046,5.953243334287785,14.0,0.0,0.0,0.0,1.0
3.98,5.493061443340548,3.2188758248682006,5.262690188904886,14.0,0.0,2.0,0.0,1.0
4.34,7.708410667257367,4.941642422609304,4.912654885736052,14.0,0.0,1.0,0.0,0.0
3.67,9.17678358844734,5.755742213586912,5.521460917862246,14.0,0.0,1.0,0.0,1.0
4.21,7.921898411023797,3.4657359027997265,6.07073772800249,14.0,0.0,1.0,0.0,1.0
3.84,4.110873864173311,1.6094379124341003,5.771441123130016,14.0,0.0,2.0,0.0,1.0
3.52,4.02535169073515,2.0794415416798357,5.60947179518496,14.0,0.0,2.0,0.0,0.0
4.08,8.011686729127847,5.384495062789089,4.61512051684126,14.0,0.0,1.0,0.0,0.0
3.98,6.968850378341948,4.1588830833596715,5.402677381872279,15.0,0.0,0.0,0.0,0.0
4.1,10.060192111293768,7.007600613951853,5.6937321388027,15.0,0.0,1.0,0.0,1.0
3.58,10.93133754807084,7.841492924460013,5.342334251964811,15.0,0.0,1.0,0.0,1.0
3.82,12.849627715447555,10.041421738625441,5.666426688112432,15.0,0.0,1.0,0.0,1.0
4.03,5.723585101952381,3.8066624897703196,5.4680601411351315,15.0,0.0,0.0,0.0,1.0
4.08,8.264878262801748,4.890349128221754,5.081404364984463,15.0,0.0,1.0,0.0,0.0
4.07,8.144969417087875,5.857933154483459,6.329720905522696,15.0,0.0,1.0,0.0,1.0
3.88,7.29505641646263,4.343805421853684,5.176149732573829,15.0,0.0,0.0,0.0,0.0
4.41,5.231108616854587,2.5649493574615367,5.568344503761097,15.0,0.0,2.0,0.0,1.0
4.23,12.124287587512125,8.597666575566114,4.852030263919617,15.0,0.0,1.0,0.0,0.0
3.64,11.166059399165,8.31090675716845,5.777652323222656,15.0,0.0,1.0,0.0,1.0
3.8,10.050095572172218,7.160845906664299,4.762173934797756,15.0,0.0,1.0,0.0,1.0
3.91,7.848933726364071,3.6888794541139363,5.976350909297934,15.0,0.0,1.0,0.0,1.0
3.77,7.029087564149662,4.382026634673881,5.572154032177765,15.0,0.0,0.0,0.0,1.0
4.0,12.814206451763162,7.590346945602565,6.182084906716632,15.0,0.0,1.0,0.0,1.0
3.99,8.521384396034705,4.624972813284271,6.175867270105761,15.0,0.0,1.0,0.0,1.0
3.93,6.9985096422506015,4.477336814478207,5.908082938168931,15.0,0.0,0.0,0.0,0.0
4.26,8.593227877692234,5.703782474656201,5.652489180268651,15.0,0.0,1.0,0.0,0.0
3.4,5.723585101952381,3.4657359027997265,5.41610040220442,15.0,0.0,0.0,0.0,1.0
3.55,6.3578422665081,4.30406509320417,5.081404364984463,15.0,0.0,0.0,0.0,0.0
4.02,3.258096538021482,1.9459101490553132,6.375024819828097,15.0,0.0,2.0,0.0,1.0
3.94,8.827174771362785,5.429345628954441,4.574710978503383,15.0,0.0,1.0,0.0,0.0
4.1,2.3978952727983707,0.6931471805599453,5.303304908059076,15.0,0.0,2.0,0.0,1.0
4.35,10.455992403293607,7.205635176410364,5.720311776607412,15.0,0.0,1.0,1.0,0.0
3.83,7.942362237674335,5.123963979403259,4.61512051684126,15.0,0.0,1.0,0.0,1.0
3.82,6.739336627357174,4.343805421853684,5.991464547107982,15.0,0.0,0.0,0.0,1.0
3.88,11.23182170787857,7.234898420314831,5.666426688112432,15.0,0.0,1.0,0.0,1.0
4.0,6.812345094177479,4.1588830833596715,5.389071729816501,15.0,0.0,0.0,0.0,1.0
4.26,4.6443908991413725,2.0794415416798357,5.262690188904886,15.0,0.0,2.0,0.0,1.0
4.45,4.74493212836325,1.9459101490553132,6.300785794663244,15.0,0.0,2.0,0.0,0.0
4.0,1.6094379124341003,1.0986122886681098,5.117993812416755,15.0,0.0,2.0,0.0,1.0
4.21,3.367295829986474,2.0794415416798357,6.437751649736401,15.0,0.0,2.0,0.0,1.0
4.14,10.243667193945663,6.467698726104354,5.910796644040527,16.0,0.0,1.0,0.0,1.0
4.08,10.941500219075309,8.245384468120747,6.0473721790462776,16.0,0.0,1.0,0.0,1.0
3.76,8.445911989411274,5.313205979041787,6.7226297948554485,16.0,0.0,1.0,0.0,1.0
3.67,7.086737934510577,5.2574953720277815,4.812184355372417,16.0,0.0,0.0,0.0,0.0
4.09,3.044522437723423,0.6931471805599453,5.342334251964811,16.0,0.0,2.0,0.0,1.0
3.79,7.708859601047175,4.787491742782046,5.342334251964811,16.0,0.0,1.0,0.0,1.0
4.4,8.846065190692881,5.209486152841421,5.60947179518496,16.0,0.0,1.0,0.0,1.0
4.04,7.895808377083183,5.209486152841421,4.77912349311153,16.0,0.0,1.0,0.0,1.0
3.74,5.365976015021851,3.258096538021482,4.442651256490317,16.0,0.0,2.0,0.0,1.0
3.17,4.3694478524670215,2.3978952727983707,5.638354669333745,16.0,0.0,2.0,0.0,1.0
4.24,7.684783943522785,3.9512437185814275,7.305188215393037,16.0,1.0,1.0,0.0,0.0
4.2,7.016609683894219,3.784189633918261,6.175867270105761,16.0,0.0,0.0,0.0,1.0
4.14,5.805134968916488,3.2188758248682006,5.3471075307174685,16.0,0.0,0.0,0.0,1.0
3.74,4.844187086458591,2.1972245773362196,5.8664680569332965,16.0,0.0,2.0,0.0,1.0
4.19,5.5134287461649825,2.6390573296152584,5.62040086571715,16.0,0.0,0.0,0.0,1.0
3.82,4.430816798843313,2.1972245773362196,5.54907608489522,16.0,0.0,2.0,0.0,0.0
3.83,10.316656245029325,7.030857476116121,5.375278407684165,16.0,0.0,1.0,0.0,1.0
4.38,7.5310163320779155,4.709530201312334,6.762729506931879,16.0,0.0,1.0,0.0,1.0
4.21,4.624972813284271,2.3978952727983707,5.272999558563747,16.0,0.0,2.0,0.0,1.0
4.11,6.272877006546167,4.0943445622221,5.733341276897746,16.0,0.0,0.0,0.0,1.0
3.19,7.050989447068045,4.532599493153256,6.175867270105761,16.0,0.0,0.0,0.0,0.0
4.11,11.463955784688743,8.29853954537488,5.916202062607435,16.0,0.0,1.0,0.0,1.0
3.86,7.600902459542082,4.727387818712341,5.771441123130016,16.0,0.0,1.0,0.0,1.0
3.25,8.0323601479245,5.71042701737487,5.41610040220442,16.0,0.0,1.0,0.0,1.0
4.06,8.722580021141189,3.1354942159291497,5.484796933490655,16.0,0.0,1.0,0.0,1.0
4.08,8.605387202152153,4.499809670330265,6.251903883165888,16.0,0.0,1.0,0.0,1.0
3.69,9.670356794688852,6.137727054086234,6.300785794663244,16.0,0.0,1.0,0.0,0.0
3.52,5.996452088619021,3.784189633918261,5.720311776607412,16.0,0.0,0.0,0.0,1.0
3.8,6.799055862058796,4.356708826689592,5.777652323222656,16.0,0.0,0.0,0.0,1.0
3.98,12.209790724898584,8.943375541113124,6.037870919922137,16.0,0.0,1.0,0.0,1.0
4.27,10.57938683968652,6.658011045870748,6.5998704992128365,16.0,0.0,1.0,0.0,1.0
4.1,12.423950356611847,9.018210874191142,5.771441123130016,16.0,0.0,1.0,0.0,0.0
3.49,6.637258031284457,4.04305126783455,5.2832037287379885,16.0,0.0,0.0,0.0,1.0
4.29,9.972827030614742,6.7357800142423265,4.919980925828125,16.0,0.0,1.0,0.0,0.0
4.42,7.267525427828172,3.828641396489095,6.805722553416985,16.0,0.0,0.0,0.0,1.0
4.09,3.8918202981106265,2.5649493574615367,5.501258210544727,16.0,0.0,2.0,0.0,0.0
4.06,4.418840607796598,2.5649493574615367,4.574710978503383,16.0,0.0,2.0,0.0,0.0
3.61,3.4339872044851463,1.791759469228055,5.666426688112432,16.0,0.0,2.0,0.0,1.0
3.79,8.697178688412643,6.230481447578482,5.752572638825633,16.0,0.0,1.0,0.0,0.0
4.23,7.645397699428633,4.51085950651685,6.257667587882639,16.0,0.0,1.0,1.0,0.0
4.04,8.019612794400267,3.5553480614894135,6.259581464064923,16.0,0.0,1.0,0.0,1.0
4.26,7.1631723908466425,2.8903717578961645,4.948759890378168,17.0,0.0,0.0,1.0,0.0
4.0,2.302585092994046,1.0986122886681098,5.19295685089021,17.0,0.0,2.0,0.0,1.0
3.88,6.093569770045136,3.6635616461296463,5.918893854273146,17.0,0.0,0.0,0.0,1.0
3.99,8.617219505483362,5.8377304471659395,6.0844994130751715,17.0,0.0,1.0,0.0,0.0
3.35,2.6390573296152584,1.3862943611198906,4.174387269895637,17.0,0.0,2.0,0.0,0.0
3.5,9.022081222515475,5.313205979041787,5.645446897643238,17.0,0.0,1.0,0.0,1.0
4.19,8.760296220470051,5.19295685089021,5.8664680569332965,17.0,0.0,1.0,0.0,0.0
3.97,7.433666540166168,4.219507705176107,6.645090969505644,17.0,0.0,0.0,0.0,1.0
3.96,7.154615356913663,4.356708826689592,5.389071729816501,17.0,0.0,0.0,0.0,1.0
3.49,4.770684624465665,2.995732273553991,5.375278407684165,17.0,0.0,2.0,0.0,1.0
3.92,8.498825534058053,4.499809670330265,5.8664680569332965,17.0,0.0,1.0,0.0,1.0
3.54,7.620214770574455,5.293304824724492,3.9512437185814275,17.0,0.0,1.0,0.0,0.0
4.09,9.42843117965374,6.429719478039138,4.976733742420574,17.0,0.0,1.0,0.0,0.0
4.24,6.739336627357174,3.7376696182833684,6.484635235635252,17.0,0.0,0.0,0.0,1.0
4.23,10.564989255260528,6.795705775173514,6.810142450115136,17.0,0.0,1.0,0.0,1.0
3.38,7.842671474979457,5.796057750765372,5.720311776607412,17.0,0.0,1.0,1.0,0.0
3.8,8.03398273468322,4.90527477843843,6.269096283706261,17.0,0.0,1.0,0.0,0.0
3.79,6.429719478039138,4.330733340286331,5.666426688112432,17.0,0.0,0.0,0.0,1.0
4.33,5.755742213586912,2.0794415416798357,5.37989735354046,17.0,0.0,0.0,0.0,1.0
4.3,5.676753802268282,2.3978952727983707,6.513230110912307,17.0,0.0,0.0,0.0,0.0
3.68,7.119635638017636,4.0943445622221,4.6913478822291435,17.0,0.0,0.0,0.0,1.0
3.68,3.9889840465642745,2.5649493574615367,5.910796644040527,17.0,0.0,2.0,0.0,1.0
3.55,7.991592282068092,5.318119993844216,5.429345628954441,17.0,0.0,1.0,0.0,1.0
3.95,5.3981627015177525,2.4849066497880004,5.783825182329737,17.0,0.0,2.0,0.0,1.0
3.82,4.77912349311153,2.3978952727983707,5.953243334287785,17.0,0.0,2.0,0.0,0.0
4.05,9.507700460979235,6.369900982828227,5.872117789475416,17.0,0.0,1.0,0.0,1.0
4.0,7.502186486602924,5.030437921392435,5.2574953720277815,17.0,0.0,1.0,0.0,0.0
3.67,3.912023005428146,1.9459101490553132,6.336825731146441,17.0,0.0,2.0,0.0,1.0
4.04,11.864638117079146,9.042868018032435,5.5909869805108565,17.0,0.0,1.0,0.0,0.0
4.07,8.575462099540212,4.882801922586371,5.4510384535657,17.0,0.0,1.0,0.0,0.0
4.0,6.732210706467206,3.9512437185814275,5.666426688112432,17.0,0.0,0.0,0.0,0.0
4.25,10.11013580132114,6.26530121273771,5.313205979041787,17.0,0.0,1.0,0.0,1.0
4.56,8.052614818815567,4.948759890378168,6.175867270105761,17.0,0.0,1.0,0.0,1.0
3.97,4.59511985013459,1.0986122886681098,5.564520407322694,17.0,0.0,2.0,0.0,0.0
4.17,6.059123195581797,3.58351893845611,5.840641657373398,17.0,0.0,0.0,0.0,1.0
3.89,6.774223886357614,2.995732273553991,5.081404364984463,17.0,0.0,0.0,0.0,1.0
3.44,7.727094484779841,3.912023005428146,5.41610040220442,17.0,0.0,1.0,0.0,1.0
4.47,5.209486152841421,2.4849066497880004,6.0330862217988015,17.0,0.0,2.0,1.0,0.0
3.64,3.871201010907891,1.3862943611198906,4.976733742420574,17.0,0.0,2.0,0.0,1.0
4.26,11.244418371904489,8.131824785007195,5.272999558563747,17.0,0.0,1.0,0.0,1.0
4.01,5.69035945432406,3.5553480614894135,6.385194398997726,17.0,0.0,0.0,0.0,1.0
3.99,10.376362056873546,7.325148957955575,5.820082930352362,17.0,0.0,1.0,0.0,0.0
3.53,7.902857191280582,5.472270673671475,6.07073772800249,17.0,0.0,1.0,0.0,1.0
4.14,9.031213706078747,5.768320995793772,5.6937321388027,17.0,0.0,1.0,0.0,1.0
4.63,5.717027701406222,2.5649493574615367,5.342334251964811,17.0,0.0,0.0,0.0,1.0
3.92,3.6375861597263857,0.6931471805599453,6.373319789577012,18.0,0.0,2.0,0.0,1.0
4.02,3.7612001156935624,1.3862943611198906,6.255750041753367,18.0,0.0,2.0,0.0,0.0
4.15,11.297799685249602,7.7279755421055585,6.0063531596017325,18.0,0.0,1.0,0.0,1.0
3.83,8.406038142050075,5.4510384535657,6.07993319509559,18.0,0.0,1.0,0.0,1.0
3.96,7.221835825288449,4.07753744390572,4.574710978503383,18.0,0.0,0.0,0.0,1.0
3.42,4.143134726391533,2.302585092994046,5.60947179518496,18.0,0.0,2.0,0.0,0.0
3.75,2.1972245773362196,0.6931471805599453,5.703782474656201,18.0,0.0,2.0,0.0,0.0
3.7,7.700295203420117,4.762173934797756,5.484796933490655,18.0,0.0,1.0,0.0,0.0
3.41,8.017307507688582,5.736572297479192,5.820082930352362,18.0,0.0,1.0,0.0,1.0
3.49,2.70805020110221,1.0986122886681098,5.666426688112432,18.0,0.0,2.0,0.0,1.0
3.63,5.4116460518550396,3.1780538303479458,5.484796933490655,18.0,0.0,2.0,1.0,0.0
3.89,7.7702232041587855,5.093750200806762,5.680172609017068,18.0,0.0,1.0,0.0,1.0
3.84,7.113142108707088,4.8283137373023015,5.484796933490655,18.0,0.0,0.0,0.0,0.0
3.92,4.90527477843843,3.4965075614664802,4.859812404361672,18.0,0.0,2.0,0.0,1.0
3.85,9.245900547374733,6.2766434893416445,5.8377304471659395,18.0,0.0,1.0,0.0,1.0
3.89,8.738254576526122,5.91350300563827,6.175867270105761,18.0,0.0,1.0,0.0,1.0
3.83,10.64611513518697,7.790282380703483,5.796057750765372,18.0,0.0,1.0,0.0,1.0
3.91,9.433803872101313,6.278521424165844,5.948034989180646,18.0,0.0,1.0,0.0,1.0
3.85,6.025865973825314,3.828641396489095,6.5337888379333435,18.0,0.0,0.0,0.0,0.0
3.73,8.504918160540624,6.003887067106539,5.82600010738045,18.0,0.0,1.0,0.0,1.0
3.96,5.91350300563827,3.1354942159291497,6.22455842927536,18.0,0.0,0.0,0.0,0.0
4.07,4.634728988229636,2.3978952727983707,5.53338948872752,18.0,0.0,2.0,0.0,1.0
4.07,12.122054964775112,9.151439264056021,5.746203190540153,18.0,0.0,1.0,0.0,1.0
4.25,8.52456594574565,6.368187186350492,5.953243334287785,18.0,0.0,1.0,0.0,0.0
4.04,5.988961416889864,3.9512437185814275,4.574710978503383,18.0,0.0,0.0,0.0,1.0
4.19,4.574710978503383,2.3978952727983707,6.677083461247136,18.0,0.0,2.0,0.0,0.0
3.43,4.812184355372417,2.5649493574615367,5.262690188904886,18.0,0.0,2.0,1.0,0.0
4.07,9.917932716967623,6.882437470997847,5.365976015021851,18.0,0.0,1.0,0.0,1.0
4.27,9.79540110267107,6.144185634125646,5.953243334287785,18.0,0.0,1.0,0.0,1.0
3.66,6.93828448401696,5.44673737166631,5.5254529391317835,18.0,0.0,0.0,0.0,1.0
3.83,6.20455776256869,3.713572066704308,5.262690188904886,18.0,0.0,0.0,0.0,1.0
3.64,8.818038250394299,6.61338421837956,5.579729825986222,18.0,0.0,1.0,0.0,1.0
3.29,6.54965074223381,4.653960350157523,5.71042701737487,18.0,0.0,0.0,0.0,1.0
4.04,11.365480584263572,9.158836529109067,5.916202062607435,18.0,0.0,1.0,1.0,0.0
3.89,4.3694478524670215,1.6094379124341003,5.501258210544727,18.0,0.0,2.0,0.0,0.0
4.21,6.45833828334479,3.2188758248682006,5.953243334287785,18.0,0.0,0.0,1.0,0.0
3.6,3.044522437723423,1.3862943611198906,5.54907608489522,18.0,0.0,2.0,0.0,0.0
4.07,11.369932307838846,8.593413217327646,5.568344503761097,18.0,0.0,1.0,0.0,1.0
3.68,8.011686729127847,5.8522024797744745,5.733341276897746,18.0,0.0,1.0,0.0,1.0
2.89,6.295266001439646,4.61512051684126,5.910796644040527,18.0,0.0,0.0,0.0,1.0
4.1,8.620110725422924,6.212606095751519,5.262690188904886,18.0,0.0,1.0,0.0,1.0
3.57,8.491054533806542,6.883462586413092,5.37989735354046,18.0,0.0,1.0,0.0,1.0
3.85,5.817111159963204,3.295836866004329,6.304448802421981,18.0,0.0,0.0,0.0,0.0
4.28,12.529702050620026,8.512381634419015,3.4965075614664802,18.0,0.0,1.0,0.0,0.0
3.57,5.293304824724492,3.1354942159291497,3.4965075614664802,18.0,0.0,2.0,0.0,0.0
3.41,6.0473721790462776,3.8918202981106265,6.278521424165844,18.0,0.0,0.0,0.0,1.0
4.1,9.194007717355285,6.315358001522335,5.953243334287785,18.0,0.0,1.0,0.0,1.0
4.09,9.085117227222105,4.02535169073515,5.484796933490655,18.0,0.0,1.0,0.0,0.0
3.92,8.389359819906353,6.246106765481563,6.251903883165888,18.0,0.0,1.0,0.0,0.0
4.16,10.199584123588927,7.31455283232408,5.929589143389895,18.0,0.0,1.0,0.0,1.0
3.72,10.764603783665628,7.277247726631484,5.10594547390058,18.0,0.0,1.0,0.0,1.0
3.65,10.047934156901157,7.16703787691222,6.238324625039508,18.0,0.0,1.0,0.0,1.0
3.14,7.744136627627991,5.863631175598097,6.169610732491456,18.0,0.0,1.0,0.0,1.0
3.93,10.566793891085052,6.439350371100098,5.877735781779639,18.0,0.0,1.0,0.0,0.0
3.41,9.218804450388312,6.395261598115449,5.66988092298052,18.0,0.0,1.0,0.0,1.0
4.23,12.098710127201674,9.002085433155724,6.091309882077698,18.0,0.0,1.0,0.0,0.0
4.23,7.392647520721623,5.43372200355424,7.074963197966044,18.0,1.0,0.0,0.0,0.0
4.28,9.10985683339786,6.052089168924417,5.87493073085203,18.0,0.0,1.0,0.0,1.0
3.82,10.30788542468387,7.183870715062453,5.958424693029782,18.0,0.0,1.0,0.0,1.0
4.26,6.637258031284457,2.6390573296152584,5.37989735354046,18.0,0.0,0.0,0.0,1.0
3.82,9.741968123371437,5.8998973535824915,5.918893854273146,18.0,0.0,1.0,0.0,1.0
3.52,8.293299358711323,5.631211781821365,6.270988431858299,18.0,0.0,1.0,0.0,1.0
3.59,5.820082930352362,3.5263605246161616,5.726847747587197,18.0,0.0,0.0,0.0,1.0
4.07,6.148468295917647,1.0986122886681098,5.41610040220442,18.0,0.0,0.0,0.0,0.0
4.3,6.666956792429207,2.6390573296152584,5.351858133476067,18.0,0.0,0.0,0.0,1.0
3.95,7.851661177889265,5.697093486505405,5.337538079701318,18.0,0.0,1.0,0.0,1.0
3.96,7.269616749608169,4.624972813284271,5.3471075307174685,18.0,0.0,0.0,0.0,1.0
4.09,6.413458957167357,1.3862943611198906,5.41610040220442,18.0,0.0,0.0,0.0,0.0
3.87,9.975947739265388,6.687108607866515,5.916202062607435,18.0,0.0,1.0,0.0,1.0
3.69,9.701554950093058,7.138073034044347,5.918893854273146,18.0,0.0,1.0,0.0,1.0
